ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position
3442,simple,,100oz OMC Silver Bar (99.99%),1,0,visible,"1 - 9: $4,300.31 10 - 24: $4,300.31 25 - 49: $4,300.31 50 - ∞: $4,300.31","1 - 9: $4,300.31 10 - 24: $4,300.31 25 - 49: $4,300.31 50 - ∞: $4,300.31",,,taxable,,1,1,,0,0,,,,,1,,,"4,299.99",Gold Stock,,,https://goldstockcanada.com/storage/products/current/100oz-omc-silver-bar-9999-0.jpg,,,,,,,,,0
3455,simple,,1oz Gold Maple Leaf Coin,1,0,visible,"1 - 9: $3,247.67 10 - 24: $3,247.67 25 - 49: $3,247.67 50 - ∞: $3,247.67","1 - 9: $3,247.67 10 - 24: $3,247.67 25 - 49: $3,247.67 50 - ∞: $3,247.67",,,taxable,,1,1,,0,0,,,,,1,,,"3,247.43",Gold Stock,,,https://goldstockcanada.com/storage/products/May2024/MyDCfD3uIZqv2rL9TLcS.jpeg,,,,,,,,,0
2373,simple,,1oz Pamp Suisse Gold Bar (99.99%),1,0,visible,"1 - 9: $3,279.51 10 - 24: $3,279.51 25 - 49: $3,279.51 50 - ∞: $3,279.51","1 - 9: $3,279.51 10 - 24: $3,279.51 25 - 49: $3,279.51 50 - ∞: $3,279.51",,,taxable,,1,1,,0,0,,,,,1,,,"3,279.27",Gold Stock,,,https://goldstockcanada.com/storage/products/current/1oz-pamp-suisse-gold-bar-9999-0.jpg,,,,,,,,,0
3448,simple,,10 gram OMC gold bar,1,0,visible,"1 - 9: $1,123.10 10 - 24: $1,123.10 25 - 49: $1,123.10 50 - ∞: $1,123.10","1 - 9: $1,123.10 10 - 24: $1,123.10 25 - 49: $1,123.10 50 - ∞: $1,123.10",,,taxable,,1,1,,0,0,,,,,1,,,"1,123.02",Gold Stock,,,https://goldstockcanada.com/storage/products/current/10-gram-omc-gold-bar-0.jpg,,,,,,,,,0
3452,simple,,10 Gram Platinum OMC Bar,1,0,visible,1 - 9: $518.45 10 - 24: $518.45 25 - 49: $518.45 50 - ∞: $518.45,1 - 9: $518.45 10 - 24: $518.45 25 - 49: $518.45 50 - ∞: $518.45,,,taxable,,1,1,,0,0,,,,,1,,,518.41,Gold Stock,,,https://goldstockcanada.com/storage/products/October2023/fzd360Wc6V8QbORrvx7f.png,,,,,,,,,0
2397,simple,,1oz Royal Canadian Mint,1,0,visible,"1 - 9: $3,287.47 10 - 24: $3,287.47 25 - 49: $3,287.47 50 - ∞: $3,287.47","1 - 9: $3,287.47 10 - 24: $3,287.47 25 - 49: $3,287.47 50 - ∞: $3,287.47",,,taxable,,1,1,,0,0,,,,,1,,,"3,287.23",Gold Stock,,,https://goldstockcanada.com/storage/products/current/1oz-royal-canadian-mint-0.jpg,,,,,,,,,0
2470,simple,,100oz Johnson Matthew Silver Bar,1,0,visible,"1 - 9: $4,462.58 10 - 24: $4,462.58 25 - 49: $4,462.58 50 - ∞: $4,462.58","1 - 9: $4,462.58 10 - 24: $4,462.58 25 - 49: $4,462.58 50 - ∞: $4,462.58",,,taxable,,1,1,,0,0,,,,,1,,,"4,462.58",Gold Stock,,,https://goldstockcanada.com/storage/products/current/100oz-johnson-matthew-silver-bar-0.jpg,,,,,,,,,0
3446,simple,,1oz American Buffalo Coin,1,0,visible,"1 - 9: $3,294.58 10 - 24: $3,294.58 25 - 49: $3,294.58 50 - ∞: $3,294.58","1 - 9: $3,294.58 10 - 24: $3,294.58 25 - 49: $3,294.58 50 - ∞: $3,294.58",,,taxable,,1,1,,0,0,,,,,1,,,"3,295.43",Gold Stock,,,https://goldstockcanada.com/storage/products/current/1oz-american-buffalo-coin-0.jpg,,,,,,,,,0
2481,simple,,1oz Platinum Valcambi suisse Bar,1,0,visible,"1 - 9: $1,511.02 10 - 24: $1,511.02 25 - 49: $1,511.02 50 - ∞: $1,511.02","1 - 9: $1,511.02 10 - 24: $1,511.02 25 - 49: $1,511.02 50 - ∞: $1,511.02",,,taxable,,1,1,,0,0,,,,,1,,,"1,511.02",Gold Stock,,,https://goldstockcanada.com/storage/products/current/1oz-platinum-bar-0.jpg,,,,,,,,,0
3430,simple,,1 Kilo OMC Silver Bar (99.99%),1,0,visible,"1 - 9: $1,421.68 10 - 24: $1,421.68 25 - 49: $1,421.68 50 - ∞: $1,421.68","1 - 9: $1,421.68 10 - 24: $1,421.68 25 - 49: $1,421.68 50 - ∞: $1,421.68",,,taxable,,1,1,,0,0,,,,,1,,,"1,421.68",Gold Stock,,,https://goldstockcanada.com/storage/products/current/1-kilo-omc-silver-bar-9999-0.jpg,,,,,,,,,0
